DEPARTAMENTO_COD,DEPARTAMENTO,MUNICIPIO_COD_FUENTE,MUNICIPIO,TIPO_REGISTRO,FUENTE_CATALOGO,REFERENCIA_URL,COBERTURA
13,Huehuetenango,13-17,Santa Eulalia,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-18,San Mateo Ixtatan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-19,Colotenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-20,San Sebastián Huehuetenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-21,Tectitan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-22,Concepcion Huista,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-23,San Juan Ixcoy,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-24,San Antonio Huista,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-25,San Sebastián Coatan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-26,Santa Cruz Barillas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-27,Aguacatan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-28,San Rafael Petzal,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-29,San Gaspar Ixchil,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-30,Santiago Chimaltenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-31,Santa Ana Huista,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-32,Union Cantinil,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
13,Huehuetenango,13-33,Petatan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-01,Santa Cruz del Quiché,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-02,Chiche,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-03,Chinique,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-04,Zacualpa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-05,Chajul,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-06,Santo Tomas Chichicastenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-07,Patzite,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-08,San Antonio Ilotenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-09,San Pedro Jocopilas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-10,Cunen,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-11,San Juan Cotzal,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-12,Joyabaj,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-13,Nebaj,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-14,San Andrés Sajcabaja,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-15,San Miguel Uspantan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-16,Sacapulas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-17,San Bartolome Jocotenango,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-18,Canilla,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-19,Chicaman,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-20,Ixcan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
14,Quiché,14-21,Pachalun,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-01,Salama,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-02,San Miguel Chicaj,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-03,Rabinal,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-04,Cubulco,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-05,Granados,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-06,Santa Cruz el Chol,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-07,San Jeronimo,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
15,Baja Verapaz,15-08,Purulha,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-01,Cobán,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-02,Santa Cruz Verapaz,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-03,San Cristóbal Verapaz,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-04,Tactic,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-05,Tamahu,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-06,San Miguel Tucuru,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-07,Panzos,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-08,Senahu,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-09,San Pedro Carcha,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-10,San Juan Chamelco,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-11,Lanquin,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-12,Santa María Cahabon,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-13,Chisec,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-14,Chahal,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-15,Fray Bartolome de las Casas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-16,La Tinta,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
16,Alta Verapaz,16-17,Raxruha,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-01,Flores,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-02,San José,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-03,San Benito,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-04,San Andrés,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-05,La Libertad,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-06,San Francisco,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-07,Santa Ana,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-08,Dolores,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-09,San Luis,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-10,Sayaxche,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-11,Melchor de Mencos,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-12,Poptún,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-13,Las Cruces,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
17,Petén,17-14,El Chal,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
18,Izabal,18-01,Puerto Barrios,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
18,Izabal,18-02,Livingston,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
18,Izabal,18-03,El Estor,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
18,Izabal,18-04,Morales,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
18,Izabal,18-05,Los Amates,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-01,Zacapa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-02,Estanzuela,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-03,Rio Hondo,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-04,Gualán,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-05,Teculutan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-06,Usumatlan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-07,Cabañas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-08,San Diego,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-09,La Union,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-10,Huite,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
19,Zacapa,19-11,San Jorge,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-01,Chiquimula,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-02,San José la Arada,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-03,San Juan Ermita,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
