DEPARTAMENTO_COD,DEPARTAMENTO,MUNICIPIO_COD_FUENTE,MUNICIPIO,TIPO_REGISTRO,FUENTE_CATALOGO,REFERENCIA_URL,COBERTURA
20,Chiquimula,20-04,Jocotán,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-05,Camotán,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-06,Olopa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-07,Esquipulas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-08,Concepcion las Minas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-09,Quezaltepeque,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-10,San Jacinto,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
20,Chiquimula,20-11,Ipala,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-01,Jalapa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-02,San Pedro Pinula,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-03,San Luis Jilotepeque,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-04,San Manuel Chaparron,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-05,San Carlos Alzatate,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-06,Monjas,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
21,Jalapa,21-07,Mataquescuintla,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-01,Jutiapa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-02,El Progreso,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-03,Santa Catarina Mita,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-04,Agua Blanca,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-05,Asuncion Mita,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-06,Yupiltepeque,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-07,Atescatempa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-08,Jerez,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-09,El Adelanto,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-10,Zapotitlan,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-11,Comapa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-12,Jalpatagua,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-13,Conguaco,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-14,Moyuta,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-15,Pasaco,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-16,San José Acatempa,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
22,Jutiapa,22-17,Quesada,Municipio observado con Diversificado,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z01,Zona 1,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z02,Zona 2,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z03,Zona 3,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z04,Zona 4,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z05,Zona 5,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z06,Zona 6,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z07,Zona 7,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z08,Zona 8,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z09,Zona 9,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z10,Zona 10,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z11,Zona 11,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z12,Zona 12,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z13,Zona 13,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z14,Zona 14,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z15,Zona 15,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z16,Zona 16,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z17,Zona 17,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z18,Zona 18,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z19,Zona 19,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z21,Zona 21,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z24,Zona 24,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
01,Guatemala,01-Z25,Zona 25,Zona de Ciudad Capital observada,Snapshot MINEDUC; referencia nacional SEGEPLAN 2026,https://datos.segeplan.gob.gt/es/dataset/calculo-matematico-para-la-asignacion-constitucional-a-las-municipalidades-2026,334/340 municipios nacionales + 22 zonas capitalinas
