PAR_ID,CODIGO_A,CODIGO_B,DEPARTAMENTO,MUNICIPIO_ZONA,ESTABLECIMIENTO_A,ESTABLECIMIENTO_B,SIMILITUD,TIPO_COINCIDENCIA,MISMA_DIRECCION,MISMO_TELEFONO,MISMO_SERVICIO_VISIBLE,DECISION,REVISION_MANUAL_RECOMENDADA,JUSTIFICACION,FILAS_ELIMINADAS
PD00001,16-14-0054-46,16-14-0112-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00002,16-14-0054-46,16-14-0113-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00003,16-14-0054-46,16-14-0114-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00004,16-14-0054-46,16-14-0115-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00005,16-14-0054-46,16-14-0116-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00006,16-14-0054-46,16-14-0117-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00007,16-14-0054-46,16-14-0118-46,Alta Verapaz,Chahal,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9447,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00008,16-14-0112-46,16-14-0113-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00009,16-14-0112-46,16-14-0114-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00010,16-14-0112-46,16-14-0115-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00011,16-14-0112-46,16-14-0116-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00012,16-14-0112-46,16-14-0117-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00013,16-14-0112-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00014,16-14-0113-46,16-14-0114-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00015,16-14-0113-46,16-14-0115-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00016,16-14-0113-46,16-14-0116-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00017,16-14-0113-46,16-14-0117-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00018,16-14-0113-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00019,16-14-0114-46,16-14-0115-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00020,16-14-0114-46,16-14-0116-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00021,16-14-0114-46,16-14-0117-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00022,16-14-0114-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00023,16-14-0115-46,16-14-0116-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,1,0,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD00024,16-14-0115-46,16-14-0117-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00025,16-14-0115-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00026,16-14-0116-46,16-14-0117-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00027,16-14-0116-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00028,16-14-0117-46,16-14-0118-46,Alta Verapaz,Chahal,INED Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00029,16-14-0120-46,16-14-0121-46,Alta Verapaz,Chahal,Liceo Monte Sión,Liceo Monte Sión,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00030,16-13-0225-46,16-13-0226-46,Alta Verapaz,Chisec,Liceo Mixto en Computación del Norte,Liceo Mixto en Computación del Norte,1.0,Nombre equivalente,1,0,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD00031,16-13-0225-46,16-13-0274-46,Alta Verapaz,Chisec,Liceo Mixto en Computación del Norte,Liceo Mixto en Computación del Norte,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00032,16-13-0226-46,16-13-0274-46,Alta Verapaz,Chisec,Liceo Mixto en Computación del Norte,Liceo Mixto en Computación del Norte,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00033,16-13-0228-46,16-13-0265-46,Alta Verapaz,Chisec,Colegio Cristiano Galilea,Colegio Cristiano Galilea,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00034,16-13-0249-46,16-13-0315-46,Alta Verapaz,Chisec,"Instituto Mixto de Educación ""Fortaleza del Futuro"" -Inmeff-","Instituto Mixto de Educación ""Fortaleza del Futuro"" -Inmeff-",1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00035,16-13-0252-46,16-13-0254-46,Alta Verapaz,Chisec,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00036,16-13-0252-46,16-13-0317-46,Alta Verapaz,Chisec,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00037,16-13-0254-46,16-13-0317-46,Alta Verapaz,Chisec,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00038,16-13-0263-46,16-13-0264-46,Alta Verapaz,Chisec,Colegio Mixto Privado Asdechi,Colegio Mixto Privado Asdechi,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00039,16-13-0263-46,16-13-0270-46,Alta Verapaz,Chisec,Colegio Mixto Privado Asdechi,Colegio Mixto Privado Asdechi,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00040,16-13-0264-46,16-13-0270-46,Alta Verapaz,Chisec,Colegio Mixto Privado Asdechi,Colegio Mixto Privado Asdechi,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00041,16-01-0139-46,16-01-9897-46,Alta Verapaz,Cobán,Colegio Particular Mixto Verapaz,Colegio Particular Mixto Verapaz,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00042,16-01-0140-46,16-01-0147-46,Alta Verapaz,Cobán,"Colegio ""La Inmaculada""","Colegio ""La Inmaculada""",1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00043,16-01-0141-46,16-01-0574-46,Alta Verapaz,Cobán,Escuela Nacional de Ciencias Comerciales,Escuela Nacional de Ciencias Comerciales,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00044,16-01-0143-46,16-01-0647-46,Alta Verapaz,Cobán,Colegio Particular Mixto Imperial,Colegio Particular Mixto Imperial,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00045,16-01-0143-46,16-01-0668-46,Alta Verapaz,Cobán,Colegio Particular Mixto Imperial,Colegio Particular Mixto Imperial,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00046,16-01-0143-46,16-01-2156-46,Alta Verapaz,Cobán,Colegio Particular Mixto Imperial,Colegio Particular Mixto Imperial,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00047,16-01-0143-46,16-01-7308-46,Alta Verapaz,Cobán,Colegio Particular Mixto Imperial,Colegio Particular Mixto Imperial,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00048,16-01-0428-46,16-01-0616-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00049,16-01-0428-46,16-01-0642-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00050,16-01-0428-46,16-01-0926-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00051,16-01-0428-46,16-01-0927-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,Instituto Nacional de Educación Diversificada,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00052,16-01-0428-46,16-01-1041-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00053,16-01-0428-46,16-01-1042-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00054,16-01-0428-46,16-01-1043-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00055,16-01-0428-46,16-01-1046-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00056,16-01-0428-46,16-01-1047-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00057,16-01-0428-46,16-01-1048-46,Alta Verapaz,Cobán,Instituto Nacional de Educación Diversificada,INED Instituto Nacional de Educación Diversificada,0.9385,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00058,16-01-0471-46,16-01-0665-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00059,16-01-0471-46,16-01-0666-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00060,16-01-0471-46,16-01-0910-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00061,16-01-0471-46,16-01-8335-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00062,16-01-0471-46,16-01-8337-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00063,16-01-0471-46,16-01-9851-46,Alta Verapaz,Cobán,"Colegio de Informática ""CENINFAV""","Colegio de Informática ""CENINFAV""",1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00064,16-01-0481-46,16-01-0483-46,Alta Verapaz,Cobán,Liceo Americano del Norte,Liceo Americano del Norte,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00065,16-01-0481-46,16-01-0664-46,Alta Verapaz,Cobán,Liceo Americano del Norte,Liceo Americano del Norte,1.0,Nombre equivalente,0,1,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD00066,16-01-0483-46,16-01-0664-46,Alta Verapaz,Cobán,Liceo Americano del Norte,Liceo Americano del Norte,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00067,16-01-0557-46,16-01-0678-46,Alta Verapaz,Cobán,Colegio la Libertad,Colegio la Libertad,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00068,16-01-0557-46,16-01-0694-46,Alta Verapaz,Cobán,Colegio la Libertad,Colegio la Libertad,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00069,16-01-0557-46,16-01-0922-46,Alta Verapaz,Cobán,Colegio la Libertad,Colegio la Libertad,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00070,16-01-0557-46,16-01-1491-46,Alta Verapaz,Cobán,Colegio la Libertad,Colegio la Libertad,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00071,16-01-0558-46,16-01-2301-46,Alta Verapaz,Cobán,"Instituto Normal Preprimaria Bilingüe Adscrito al Instituto Normal Mixto del Norte ""Emilio Rosales Ponce""","Instituto Normal Preprimaria Bilingüe Adscrito al Instituto Normal Mixto del Norte ""Emilio Rosales Ponce""",1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD00072,16-01-0559-46,16-01-8849-46,Alta Verapaz,Cobán,Instituto Normal Primaria Bilingüe Intercultural ADS. al Instituto Emilio Rosales Ponce,Instituto Normal Primaria Bilingüe Intercultural ADS. al Instituto Emilio Rosales Ponce,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00073,16-01-0565-46,16-01-0646-46,Alta Verapaz,Cobán,Instituto Mixto Privado Salud y Desarrollo,Instituto Mixto Privado Salud y Desarrollo,1.0,Nombre equivalente,1,0,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD00074,16-01-0565-46,16-01-0703-46,Alta Verapaz,Cobán,Instituto Mixto Privado Salud y Desarrollo,Instituto Mixto Privado Salud y Desarrollo,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00075,16-01-0565-46,16-01-0913-46,Alta Verapaz,Cobán,Instituto Mixto Privado Salud y Desarrollo,Instituto Mixto Privado Salud y Desarrollo,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00076,16-01-0568-46,16-01-0604-46,Alta Verapaz,Cobán,Instituto Privado Raúl Chenal Heinemann,Instituto Privado Raúl Chenal Heinemann,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00077,16-01-0568-46,16-01-1174-46,Alta Verapaz,Cobán,Instituto Privado Raúl Chenal Heinemann,Instituto Privado Raúl Chenal Heinemann,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00078,16-01-0568-46,16-01-1175-46,Alta Verapaz,Cobán,Instituto Privado Raúl Chenal Heinemann,Instituto Privado Raúl Chenal Heinemann,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00079,16-01-0570-46,16-01-0572-46,Alta Verapaz,Cobán,Liceo Miguel Ángel Asturias,Liceo Miguel Ángel Asturias,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00080,16-01-0570-46,16-01-1390-46,Alta Verapaz,Cobán,Liceo Miguel Ángel Asturias,Liceo Miguel Ángel Asturias,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00081,16-01-0570-46,16-01-6190-46,Alta Verapaz,Cobán,Liceo Miguel Ángel Asturias,Liceo Miguel Ángel Asturias,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00082,16-01-0572-46,16-01-1390-46,Alta Verapaz,Cobán,Liceo Miguel Ángel Asturias,Liceo Miguel Ángel Asturias,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD00083,16-01-0572-46,16-01-6190-46,Alta Verapaz,Cobán,Liceo Miguel Ángel Asturias,Liceo Miguel Ángel Asturias,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
