PAR_ID,CODIGO_A,CODIGO_B,DEPARTAMENTO,MUNICIPIO_ZONA,ESTABLECIMIENTO_A,ESTABLECIMIENTO_B,SIMILITUD,TIPO_COINCIDENCIA,MISMA_DIRECCION,MISMO_TELEFONO,MISMO_SERVICIO_VISIBLE,DECISION,REVISION_MANUAL_RECOMENDADA,JUSTIFICACION,FILAS_ELIMINADAS
PD03252,01-08-0130-46,01-08-0818-46,Guatemala,Mixco,Instituto Tecnológico Doctor Theo Bloem,Instituto Tecnológico Doctor Theo Bloem,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03253,01-08-0133-46,01-08-0134-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03254,01-08-0133-46,01-08-0135-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03255,01-08-0133-46,01-08-0137-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03256,01-08-0133-46,01-08-0140-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03257,01-08-0133-46,01-08-0776-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03258,01-08-0133-46,01-08-0434-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03259,01-08-0133-46,01-08-0437-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,0,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03260,01-08-0133-46,01-08-0439-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,0,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03261,01-08-0133-46,01-08-0772-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03262,01-08-0134-46,01-08-0135-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03263,01-08-0134-46,01-08-0137-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03264,01-08-0134-46,01-08-0140-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03265,01-08-0134-46,01-08-0776-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03266,01-08-0134-46,01-08-0434-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,0,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03267,01-08-0134-46,01-08-0437-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03268,01-08-0134-46,01-08-0439-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03269,01-08-0134-46,01-08-0772-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03270,01-08-0135-46,01-08-0137-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03271,01-08-0135-46,01-08-0140-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03272,01-08-0135-46,01-08-0776-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03273,01-08-0135-46,01-08-0434-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03274,01-08-0135-46,01-08-0437-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03275,01-08-0135-46,01-08-0439-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03276,01-08-0135-46,01-08-0772-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03277,01-08-0137-46,01-08-0140-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03278,01-08-0137-46,01-08-0776-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03279,01-08-0137-46,01-08-0434-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03280,01-08-0137-46,01-08-0437-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03281,01-08-0137-46,01-08-0439-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03282,01-08-0137-46,01-08-0772-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03283,01-08-0140-46,01-08-0776-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 2,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03284,01-08-0140-46,01-08-0434-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03285,01-08-0140-46,01-08-0437-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,0,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03286,01-08-0140-46,01-08-0439-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,0,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03287,01-08-0140-46,01-08-0772-46,Guatemala,Mixco,Colegio en Computación San José No. 2,Colegio en Computación San José No. 1,0.9691,Nombre similar,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03288,01-08-0143-46,01-08-0799-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03289,01-08-0143-46,01-08-1029-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03290,01-08-0143-46,01-08-1030-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03291,01-08-0143-46,01-08-2998-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03292,01-08-0143-46,01-08-9559-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03293,01-08-0143-46,01-08-9690-46,Guatemala,Mixco,Colegio Cristiano Elim,Colegio Cristiano Elim,1.0,Nombre equivalente,1,1,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD03294,01-08-0145-46,01-08-2890-46,Guatemala,Mixco,Colegio Mixto Cristiano Jardin del Eden,Colegio Mixto Cristiano Jardin del Eden,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03295,01-08-0153-46,01-08-0778-46,Guatemala,Mixco,Colegio Técnico de Comercio,Colegio Técnico de Comercio,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03296,01-08-0166-46,01-08-9304-46,Guatemala,Mixco,Liceo Cristiano Guatemalteco 'Nuevo Amanecer',Liceo Cristiano Guatemalteco 'Nuevo Amanecer',1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03297,01-08-0181-46,01-08-0603-46,Guatemala,Mixco,Centro Educativo Juan Pablo II,Centro Educativo Juan Pablo II,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03298,01-08-0181-46,01-08-0791-46,Guatemala,Mixco,Centro Educativo Juan Pablo II,Centro Educativo Juan Pablo II,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03299,01-08-0186-46,01-08-1011-46,Guatemala,Mixco,Centro Educativo el Poderoso de Israel,Centro Educativo el Poderoso de Israel,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03300,01-08-0186-46,01-08-1012-46,Guatemala,Mixco,Centro Educativo el Poderoso de Israel,Centro Educativo el Poderoso de Israel,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03301,01-08-0186-46,01-08-1014-46,Guatemala,Mixco,Centro Educativo el Poderoso de Israel,Centro Educativo el Poderoso de Israel,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03302,01-08-0186-46,01-08-1016-46,Guatemala,Mixco,Centro Educativo el Poderoso de Israel,Centro Educativo el Poderoso de Israel,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03303,01-08-0194-46,01-08-0195-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03304,01-08-0194-46,01-08-0196-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03305,01-08-0194-46,01-08-0197-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03306,01-08-0194-46,01-08-0466-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03307,01-08-0194-46,01-08-0782-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03308,01-08-0195-46,01-08-0196-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03309,01-08-0195-46,01-08-0197-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03310,01-08-0195-46,01-08-0466-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03311,01-08-0195-46,01-08-0782-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03312,01-08-0196-46,01-08-0197-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,1,0,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD03313,01-08-0196-46,01-08-0466-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03314,01-08-0196-46,01-08-0782-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03315,01-08-0197-46,01-08-0466-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03316,01-08-0197-46,01-08-0782-46,Guatemala,Mixco,Liceo Canadiense Sociedad Anónima,Liceo Canadiense Sociedad Anónima,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03317,01-08-0208-46,01-08-0823-46,Guatemala,Mixco,Centro Educativo Real España,Centro Educativo Real España,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03318,01-08-0208-46,01-08-7432-46,Guatemala,Mixco,Centro Educativo Real España,Centro Educativo Real España,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03319,01-08-0208-46,01-08-9770-46,Guatemala,Mixco,Centro Educativo Real España,Centro Educativo Real España,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03320,01-08-0211-46,01-08-0773-46,Guatemala,Mixco,Centro de Formación Tijob´Al Ruk´Ux Na´Oj,Centro de Formación Tijob´Al Ruk´Ux Na´Oj,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03321,01-08-0214-46,01-08-0349-46,Guatemala,Mixco,Escuela Normal Intercultural,Escuela Normal Intercultural,1.0,Nombre equivalente,1,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03322,01-08-0214-46,01-08-8186-46,Guatemala,Mixco,Escuela Normal Intercultural,Escuela Normal Intercultural,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03323,01-08-0236-46,01-08-0237-46,Guatemala,Mixco,Liceo Integral Bilingüe Lan-Der,Liceo Integral Bilingüe Lan-Der,1.0,Nombre equivalente,1,0,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD03324,01-08-0236-46,01-08-0881-46,Guatemala,Mixco,Liceo Integral Bilingüe Lan-Der,Liceo Integral Bilingüe Lan-Der,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03325,01-08-0237-46,01-08-0881-46,Guatemala,Mixco,Liceo Integral Bilingüe Lan-Der,Liceo Integral Bilingüe Lan-Der,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03326,01-08-0248-46,01-08-0251-46,Guatemala,Mixco,Colegio Valle del Quetzal II,Colegio Valle del Quetzal II,1.0,Nombre equivalente,0,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03327,01-08-0248-46,01-08-8639-46,Guatemala,Mixco,Colegio Valle del Quetzal II,Colegio Valle del Quetzal II,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03328,01-08-0251-46,01-08-8639-46,Guatemala,Mixco,Colegio Valle del Quetzal II,Colegio Valle del Quetzal II,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03329,01-08-0258-46,01-08-0363-46,Guatemala,Mixco,Liceo Cristiano Fráter,Liceo Cristiano Fráter,1.0,Nombre equivalente,0,1,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD03330,01-08-0273-46,01-08-0274-46,Guatemala,Mixco,Escuela de Sistemas en Informática Zona 19,Escuela de Sistemas en Informática Zona 19,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03331,01-08-0273-46,01-08-0276-46,Guatemala,Mixco,Escuela de Sistemas en Informática Zona 19,Escuela de Sistemas en Informática Zona 19,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03332,01-08-0274-46,01-08-0276-46,Guatemala,Mixco,Escuela de Sistemas en Informática Zona 19,Escuela de Sistemas en Informática Zona 19,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03333,01-08-0303-46,01-08-0304-46,Guatemala,Mixco,Colegio Integral Mundo Educativo,Colegio Integral Mundo Educativo,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03334,01-08-0308-46,01-08-0560-46,Guatemala,Mixco,Colegio IMB-PC,Colegio IMB-PC,1.0,Nombre equivalente,1,1,1,CONSERVAR_Y_REVISAR,1,"Códigos únicos distintos, con coincidencia territorial, de servicio y de dirección o teléfono; se conserva y se recomienda contraste oficial.",0
PD03335,01-08-0312-46,01-08-0357-46,Guatemala,Mixco,Colegio de Informática Justo Rufino Bautista,Colegio de Informática Justo Rufino Bautista,1.0,Nombre equivalente,0,0,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03336,01-08-0312-46,01-08-0359-46,Guatemala,Mixco,Colegio de Informática Justo Rufino Bautista,Colegio de Informática Justo Rufino Bautista,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
PD03337,01-08-0312-46,01-08-0420-46,Guatemala,Mixco,Colegio de Informática Justo Rufino Bautista,Colegio de Informática Justo Rufino Bautista,1.0,Nombre equivalente,0,0,1,CONSERVAR_CODIGOS_DISTINTOS,1,Los códigos MINEDUC son únicos y no existe evidencia suficiente para fusionar registros.,0
PD03338,01-08-0312-46,01-08-0878-46,Guatemala,Mixco,Colegio de Informática Justo Rufino Bautista,Colegio de Informática Justo Rufino Bautista,1.0,Nombre equivalente,1,1,0,CONSERVAR_SERVICIOS_DISTINTOS,0,"El nombre es igual o similar, pero cambian atributos autorizados del servicio; no corresponde eliminar por nombre.",0
